Solution,Dates,Task,Milestone,Deliverable,Validation,Maturity_Gate,Work_Package,Communication,Reporting_Period,Review,Task_act,Milestone_act,Deliverable_act,Validation_act,Maturity_Gate_act,Work Package_act,Communication_act,Reporting Period_act,Review_act
PJ.10-05,01/09/2019,2,1,0,0,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-05,01/10/2019,1,0,0,0,0,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-05,01/11/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-05,01/12/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/01/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/02/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/03/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/04/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/05/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/06/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/07/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/08/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/09/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/10/2017,9,3,6,2,1,1,0,0,0,9,3,6,2,1,1,0,0,0
PJ.10-06,01/11/2017,9,3,6,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/12/2017,9,3,6,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/01/2018,9,2,6,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/02/2018,9,2,6,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/03/2018,9,2,6,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/04/2018,9,1,6,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/05/2018,9,1,6,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/06/2018,9,1,6,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/07/2018,8,1,5,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/08/2018,7,1,4,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/09/2018,7,1,4,2,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/10/2018,7,1,4,0,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/11/2018,7,1,4,0,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/12/2018,7,1,4,0,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/01/2019,4,1,1,0,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/02/2019,4,1,1,0,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/03/2019,4,1,1,0,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/04/2019,4,1,1,0,1,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/05/2019,1,0,0,0,0,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/06/2019,1,0,0,0,0,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/07/2019,1,0,0,0,0,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/08/2019,1,0,0,0,0,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/09/2019,1,0,0,0,0,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/10/2019,1,0,0,0,0,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/11/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PJ.10-06,01/12/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/01/2017,168,67,128,106,12,8,14,3,3,168,67,128,106,12,8,14,3,3
Project_10,01/02/2017,168,67,127,106,12,8,14,3,3,168,67,127,106,12,8,14,3,3
Project_10,01/03/2017,168,67,127,106,12,8,14,3,3,168,67,127,106,12,8,14,3,3
Project_10,01/04/2017,163,67,122,106,12,7,14,3,3,163,67,122,106,12,7,14,3,3
Project_10,01/05/2017,163,67,121,106,12,7,14,3,3,163,67,121,106,12,7,14,3,3
Project_10,01/06/2017,163,67,121,106,12,7,14,3,3,163,67,121,106,12,7,14,3,3
Project_10,01/07/2017,163,64,121,106,12,7,14,3,3,163,65,121,106,12,7,14,3,3
Project_10,01/08/2017,163,64,120,106,12,7,14,3,3,163,65,120,106,12,7,14,3,3
Project_10,01/09/2017,162,61,120,106,12,7,14,3,3,163,64,120,106,12,7,14,3,3
Project_10,01/10/2017,158,55,117,104,12,7,14,3,3,160,63,119,106,12,7,14,3,3
Project_10,01/11/2017,153,54,113,100,12,7,14,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/12/2017,148,51,110,94,12,7,14,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/01/2018,148,48,110,91,12,7,14,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/02/2018,146,47,108,88,12,7,14,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/03/2018,146,44,108,86,12,7,14,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/04/2018,144,34,107,81,12,7,13,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/05/2018,143,33,105,80,12,7,13,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/06/2018,140,31,102,79,12,7,13,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/07/2018,131,30,95,78,12,7,13,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/08/2018,122,30,86,78,12,7,12,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/09/2018,115,26,81,77,11,7,11,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/10/2018,108,23,76,66,11,7,10,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/11/2018,101,20,70,63,10,7,10,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/12/2018,92,19,64,55,10,7,10,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/01/2019,85,17,58,44,9,7,10,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/02/2019,81,15,54,39,9,7,10,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/03/2019,69,13,47,30,9,7,9,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/04/2019,65,11,45,24,9,7,8,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/05/2019,51,8,36,10,7,7,7,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/06/2019,42,7,24,4,7,7,7,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/07/2019,37,7,21,2,7,7,5,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/08/2019,26,6,12,0,6,7,4,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/09/2019,18,6,4,0,6,7,4,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/10/2019,12,3,2,0,3,7,2,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/11/2019,1,1,0,0,1,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Project_10,01/12/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
